Item,Year,area_harvested_ha,production_tonnes,yield_kg_ha,avg_temp_c,avg_rain_mm
Plantains and cooking bananas,1987,143000.0,1071000.0,7489.5,27.2,1266.7
Plantains and cooking bananas,1988,118000.0,887000.0,7516.9,27.25,1297.6
Plantains and cooking bananas,1989,189000.0,1413000.0,7476.2,27.13,1295.9
Plantains and cooking bananas,1990,162000.0,1215000.0,7500.0,27.14,1120.2
Plantains and cooking bananas,1991,178000.0,1339000.0,7522.5,27.08,1227.2
Plantains and cooking bananas,1992,188000.0,1417000.0,7537.2,27.23,1239.5
Plantains and cooking bananas,1993,230000.0,1623000.0,7056.5,27.46,1002.0
Plantains and cooking bananas,1994,246000.0,1665000.0,6768.3,27.32,1266.4
Plantains and cooking bananas,1995,250000.0,1632000.0,6528.0,27.46,1118.0
Plantains and cooking bananas,1996,256000.0,1687000.0,6589.8,27.25,1025.4
Plantains and cooking bananas,1997,260000.0,1744000.0,6707.7,27.44,1167.7
Plantains and cooking bananas,1998,268000.0,1803000.0,6727.6,27.35,1239.0
Plantains and cooking bananas,1999,385000.0,1902000.0,4940.3,27.42,1069.5
Plantains and cooking bananas,2000,386000.0,1969000.0,5101.0,27.39,1084.2
Plantains and cooking bananas,2001,408000.0,1999000.0,4899.5,27.62,1176.1
Plantains and cooking bananas,2002,426000.0,2127000.0,4993.0,27.68,1273.3
Plantains and cooking bananas,2003,435000.0,2263000.0,5202.3,27.54,1123.4
Plantains and cooking bananas,2004,440000.0,2421000.0,5502.3,27.49,1128.7
Plantains and cooking bananas,2005,447000.0,2591000.0,5796.4,27.71,1165.0
Plantains and cooking bananas,2006,457000.0,2785000.0,6094.1,27.61,1241.6
Plantains and cooking bananas,2007,474000.0,2991000.0,6310.1,27.68,1253.3
Plantains and cooking bananas,2008,462000.0,2727000.0,5902.6,27.71,1205.1
Plantains and cooking bananas,2009,450000.0,2700000.0,6000.0,27.82,1122.1
Plantains and cooking bananas,2010,449220.0,2675530.0,5955.9,27.67,1228.7
Plantains and cooking bananas,2011,450085.0,2679795.98,5954.0,27.75,1159.5
Plantains and cooking bananas,2012,486482.0,2954789.85,6073.8,27.66,1097.6
Plantains and cooking bananas,2013,478040.0,2957045.68,6185.8,27.78,1001.1
Plantains and cooking bananas,2014,487933.0,3018843.21,6187.0,27.66,1294.9
Plantains and cooking bananas,2015,500799.0,3065944.65,6122.1,27.69,1300.0
Plantains and cooking bananas,2016,488924.0,3110863.37,6362.7,27.91,1014.0
Plantains and cooking bananas,2017,495582.0,3158912.33,6374.1,28.03,1030.1
Plantains and cooking bananas,2018,509472.0,3213228.81,6307.0,27.76,1250.1
Plantains and cooking bananas,2019,497993.0,3278167.69,6582.8,27.83,1147.7
Potatoes,1961,2000.0,18000.0,9000.0,26.67,1107.1
Potatoes,1962,2000.0,19000.0,9500.0,26.46,1217.7
Potatoes,1963,2000.0,20000.0,10000.0,26.54,1040.0
Potatoes,1964,2000.0,21000.0,10500.0,26.7,1230.3
Potatoes,1965,2000.0,22000.0,11000.0,26.55,1190.5
Potatoes,1966,2000.0,23000.0,11500.0,26.44,1070.6
Potatoes,1967,2000.0,23000.0,11500.0,26.72,1210.4
Potatoes,1968,2000.0,24000.0,12000.0,26.8,1059.3
Potatoes,1969,2000.0,25000.0,12500.0,26.6,1192.2
Potatoes,1970,2023.0,24385.0,12053.9,26.88,1260.3
Potatoes,1971,2500.0,26000.0,10400.0,26.78,1260.3
Potatoes,1972,2800.0,27000.0,9642.9,26.86,1075.2
Potatoes,1973,3200.0,27000.0,8437.5,26.68,1008.8
Potatoes,1974,3400.0,27000.0,7941.2,26.82,1094.8
Potatoes,1975,3800.0,28000.0,7368.4,26.86,1166.0
Potatoes,1976,4200.0,30000.0,7142.9,26.68,1231.6
Potatoes,1977,4500.0,32000.0,7111.1,26.96,1008.5
Potatoes,1978,4800.0,34000.0,7083.3,26.99,1006.3
Potatoes,1979,5200.0,38000.0,7307.7,26.87,1174.5
Potatoes,1980,5500.0,40000.0,7272.7,26.93,1281.3
Potatoes,1981,5600.0,38000.0,6785.7,26.89,1066.1
Potatoes,1982,5900.0,40000.0,6779.7,26.85,1012.4
Potatoes,1983,6000.0,38000.0,6333.3,27.17,1283.4
Potatoes,1984,7000.0,42000.0,6000.0,27.06,1230.6
Potatoes,1985,7000.0,43000.0,6142.9,27.19,1216.0
Potatoes,1986,7600.0,46000.0,6052.6,27.3,1173.7
Potatoes,1987,7500.0,45000.0,6000.0,27.2,1266.7
Potatoes,1988,7300.0,44000.0,6027.4,27.25,1297.6
Potatoes,1989,8300.0,50000.0,6024.1,27.13,1295.9
Potatoes,1990,7700.0,54000.0,7013.0,27.14,1120.2
Potatoes,1991,9400.0,66000.0,7021.3,27.08,1227.2
Potatoes,1992,10400.0,73000.0,7019.2,27.23,1239.5
Potatoes,1993,11400.0,80000.0,7017.5,27.46,1002.0
Potatoes,1994,12900.0,90000.0,6976.7,27.32,1266.4
Potatoes,1995,13600.0,95000.0,6985.3,27.46,1118.0
Potatoes,1996,20000.0,99000.0,4950.0,27.25,1025.4
Potatoes,1997,21000.0,103000.0,4904.8,27.44,1167.7
Potatoes,1998,23000.0,107000.0,4652.2,27.35,1239.0
Potatoes,1999,205000.0,573000.0,2795.1,27.42,1069.5
Potatoes,2000,212000.0,599000.0,2825.5,27.39,1084.2
Potatoes,2001,212000.0,599000.0,2825.5,27.62,1176.1
Potatoes,2002,224000.0,637000.0,2843.8,27.68,1273.3
Potatoes,2003,235000.0,678000.0,2885.1,27.54,1123.4
Potatoes,2004,246000.0,726000.0,2951.2,27.49,1128.7
Potatoes,2005,260000.0,776000.0,2984.6,27.71,1165.0
Potatoes,2006,266000.0,838000.0,3150.4,27.61,1241.6
Potatoes,2007,269000.0,662000.0,2461.0,27.68,1253.3
Potatoes,2008,263000.0,1105000.0,4201.5,27.71,1205.1
Potatoes,2009,250000.0,1000000.0,4000.0,27.82,1122.1
Potatoes,2010,265992.0,1026311.02,3858.4,27.67,1228.7
Potatoes,2011,308560.0,1077058.41,3490.6,27.75,1159.5
Potatoes,2012,301303.0,1085139.45,3601.5,27.66,1097.6
Potatoes,2013,310321.0,1124985.07,3625.2,27.78,1001.1
Potatoes,2014,316733.0,1173145.5,3703.9,27.66,1294.9
Potatoes,2015,318600.0,1240446.25,3893.4,27.69,1300.0
Potatoes,2016,320336.0,1179525.61,3682.2,27.91,1014.0
Potatoes,2017,318556.0,1234968.04,3876.8,28.03,1030.1
Potatoes,2018,326471.0,1218313.3,3731.8,27.76,1250.1
Potatoes,2019,321788.0,1210935.65,3763.2,27.83,1147.7
Potatoes,2020,322272.0,1221405.66,3790.0,27.92,1251.8
Potatoes,2021,323510.0,1216884.87,3761.5,28.01,1049.9
Potatoes,2022,322523.0,1216408.73,3771.5,28.17,1131.6
Potatoes,2023,322768.0,1218233.09,3774.3,28.05,1289.4
Rice,1961,149000.0,133000.0,892.6,26.67,1107.1
Rice,1962,218000.0,257000.0,1178.9,26.46,1217.7
Rice,1963,162000.0,195000.0,1203.7,26.54,1040.0
Rice,1964,179000.0,220000.0,1229.1,26.7,1230.3
Rice,1965,188000.0,231000.0,1228.7,26.55,1190.5
Rice,1966,160000.0,199000.0,1243.8,26.44,1070.6
Rice,1967,262000.0,385000.0,1469.5,26.72,1210.4
Rice,1968,235000.0,353000.0,1502.1,26.8,1059.3
Rice,1969,258000.0,325000.0,1259.7,26.6,1192.2
Rice,1970,255000.0,343000.0,1345.1,26.88,1260.3
Rice,1971,304000.0,388000.0,1276.3,26.78,1260.3
Rice,1972,237000.0,447000.0,1886.1,26.86,1075.2
Rice,1973,373000.0,487000.0,1305.6,26.68,1008.8
Rice,1974,269000.0,525000.0,1951.7,26.82,1094.8
Rice,1975,261000.0,504000.0,1931.0,26.86,1166.0
Rice,1976,172000.0,218000.0,1267.4,26.68,1231.6
Rice,1977,246000.0,408000.0,1658.5,26.96,1008.5
Rice,1978,292000.0,515000.0,1763.7,26.99,1006.3
Rice,1979,400000.0,750000.0,1875.0,26.87,1174.5
Rice,1980,550000.0,1090000.0,1981.8,26.93,1281.3
Rice,1981,600000.0,1241000.0,2068.3,26.89,1066.1
Rice,1982,600000.0,1250000.0,2083.3,26.85,1012.4
Rice,1983,630000.0,1280000.0,2031.7,27.17,1283.4
Rice,1984,650000.0,1300000.0,2000.0,27.06,1230.6
Rice,1985,670000.0,1430000.0,2134.3,27.19,1216.0
Rice,1986,700000.0,1416322.0,2023.3,27.3,1173.7
Rice,1987,745000.0,1780000.0,2389.3,27.2,1266.7
Rice,1988,1041000.0,2081000.0,1999.0,27.25,1297.6
Rice,1989,1652000.0,3303000.0,1999.4,27.13,1295.9
Rice,1990,1208000.0,2500000.0,2069.5,27.14,1120.2
Rice,1991,1652000.0,3226000.0,1952.8,27.08,1227.2
Rice,1992,1664000.0,3260000.0,1959.1,27.23,1239.5
Rice,1993,1564000.0,3065000.0,1959.7,27.46,1002.0
Rice,1994,1714000.0,2427000.0,1416.0,27.32,1266.4
Rice,1995,1796000.0,2920000.0,1625.8,27.46,1118.0
Rice,1996,1784200.0,3122000.0,1749.8,27.25,1025.4
Rice,1997,2048000.0,3268000.0,1595.7,27.44,1167.7
Rice,1998,2044000.0,3275000.0,1602.3,27.35,1239.0
Rice,1999,2191000.0,3277000.0,1495.7,27.42,1069.5
Rice,2000,2199000.0,3298000.0,1499.8,27.39,1084.2
Rice,2001,2117000.0,2752000.0,1300.0,27.62,1176.1
Rice,2002,2185000.0,2928000.0,1340.0,27.68,1273.3
Rice,2003,2210000.0,3116000.0,1410.0,27.54,1123.4
Rice,2004,2348000.0,3334000.0,1419.9,27.49,1128.7
Rice,2005,2494000.0,3567000.0,1430.2,27.71,1165.0
Rice,2006,2725000.0,4042000.0,1483.3,27.61,1241.6
Rice,2007,2451000.0,3186000.0,1299.9,27.68,1253.3
Rice,2008,2382000.0,4179000.0,1754.4,27.71,1205.1
Rice,2009,1836880.0,3546250.0,1930.6,27.82,1122.1
Rice,2010,2432630.0,4472520.0,1838.6,27.67,1228.7
Rice,2011,2269410.0,4612614.0,2032.5,27.75,1159.5
Rice,2012,2863815.0,5432930.0,1897.1,27.66,1097.6
Rice,2013,2931800.0,5818200.0,1984.5,27.78,1001.1
Rice,2014,3095900.0,6690000.0,2160.9,27.66,1294.9
Rice,2015,3651200.0,7573400.0,2074.2,27.69,1300.0
Rice,2016,3898900.0,7812200.0,2003.7,27.91,1014.0
Rice,2017,3765000.0,7835100.0,2081.0,28.03,1030.1
Rice,2018,4065500.0,8403300.0,2067.0,27.76,1250.1
Rice,2019,4126670.0,8435510.0,2044.1,27.83,1147.7
Rice,2020,4195100.0,8171800.0,1947.9,27.92,1251.8
Rice,2021,4320100.0,8342000.0,1931.0,28.01,1049.9
Rice,2022,4580000.0,8502000.0,1856.3,28.17,1131.6
Rice,2023,4509800.0,8902200.0,1974.0,28.05,1289.4
"Seed cotton, unginned",1961,300000.0,155000.0,516.7,26.67,1107.1
"Seed cotton, unginned",1962,300000.0,155000.0,516.7,26.46,1217.7
"Seed cotton, unginned",1963,300000.0,130000.0,433.3,26.54,1040.0
"Seed cotton, unginned",1964,300000.0,142000.0,473.3,26.7,1230.3
"Seed cotton, unginned",1965,300000.0,139000.0,463.3,26.55,1190.5
"Seed cotton, unginned",1966,300000.0,139000.0,463.3,26.44,1070.6
"Seed cotton, unginned",1967,300000.0,158000.0,526.7,26.72,1210.4
"Seed cotton, unginned",1968,300000.0,82000.0,273.3,26.8,1059.3
"Seed cotton, unginned",1969,364000.0,170000.0,467.0,26.6,1192.2
"Seed cotton, unginned",1970,445000.0,274227.0,616.2,26.88,1260.3
"Seed cotton, unginned",1971,405000.0,112679.0,278.2,26.78,1260.3
"Seed cotton, unginned",1972,405000.0,109670.0,270.8,26.86,1075.2
"Seed cotton, unginned",1973,445000.0,138961.0,312.3,26.68,1008.8
"Seed cotton, unginned",1974,486000.0,80562.0,165.8,26.82,1094.8
"Seed cotton, unginned",1975,500000.0,143465.0,286.9,26.86,1166.0
"Seed cotton, unginned",1976,526000.0,172380.0,327.7,26.68,1231.6
"Seed cotton, unginned",1977,704000.0,246164.0,349.7,26.96,1008.5
"Seed cotton, unginned",1978,635000.0,117291.0,184.7,26.99,1006.3
"Seed cotton, unginned",1979,526000.0,109759.0,208.7,26.87,1174.5
"Seed cotton, unginned",1980,476000.0,85733.0,180.1,26.93,1281.3
"Seed cotton, unginned",1981,445000.0,80903.0,181.8,26.89,1066.1
"Seed cotton, unginned",1982,429000.0,62508.0,145.7,26.85,1012.4
"Seed cotton, unginned",1983,405000.0,59257.0,146.3,27.17,1283.4
"Seed cotton, unginned",1984,405000.0,38115.0,94.1,27.06,1230.6
"Seed cotton, unginned",1985,220000.0,35000.0,159.1,27.19,1216.0
"Seed cotton, unginned",1986,285000.0,100000.0,350.9,27.3,1173.7
"Seed cotton, unginned",1987,320000.0,150000.0,468.8,27.2,1266.7
"Seed cotton, unginned",1988,360000.0,184000.0,511.1,27.25,1297.6
"Seed cotton, unginned",1989,353000.0,187000.0,529.7,27.13,1295.9
"Seed cotton, unginned",1990,575000.0,276000.0,480.0,27.14,1120.2
"Seed cotton, unginned",1991,643000.0,309000.0,480.6,27.08,1227.2
"Seed cotton, unginned",1992,653000.0,348000.0,532.9,27.23,1239.5
"Seed cotton, unginned",1993,362000.0,192000.0,530.4,27.46,1002.0
"Seed cotton, unginned",1994,411000.0,218000.0,530.4,27.32,1266.4
"Seed cotton, unginned",1995,431000.0,251000.0,582.4,27.46,1118.0
"Seed cotton, unginned",1996,451973.0,301000.0,666.0,27.25,1025.4
"Seed cotton, unginned",1997,422000.0,341000.0,808.1,27.44,1167.7
"Seed cotton, unginned",1998,480000.0,348000.0,725.0,27.35,1239.0
"Seed cotton, unginned",1999,514000.0,381000.0,741.2,27.42,1069.5
"Seed cotton, unginned",2000,538000.0,399000.0,741.6,27.39,1084.2
"Seed cotton, unginned",2001,542000.0,402000.0,741.7,27.62,1176.1
"Seed cotton, unginned",2002,611000.0,428000.0,700.5,27.68,1273.3
"Seed cotton, unginned",2003,602000.0,455000.0,755.8,27.54,1123.4
"Seed cotton, unginned",2004,632000.0,487000.0,770.6,27.49,1128.7
"Seed cotton, unginned",2005,659000.0,521000.0,790.6,27.71,1165.0
"Seed cotton, unginned",2006,678000.0,563000.0,830.4,27.61,1241.6
"Seed cotton, unginned",2007,434000.0,451000.0,1039.2,27.68,1253.3
"Seed cotton, unginned",2008,427000.0,492000.0,1152.2,27.71,1205.1
"Seed cotton, unginned",2009,374580.0,363510.0,970.4,27.82,1122.1
"Seed cotton, unginned",2010,398570.0,602440.0,1511.5,27.67,1228.7
"Seed cotton, unginned",2011,259560.0,537670.0,2071.5,27.75,1159.5
"Seed cotton, unginned",2012,323440.0,287600.0,889.2,27.66,1097.6
"Seed cotton, unginned",2013,415100.0,269710.0,649.7,27.78,1001.1
"Seed cotton, unginned",2014,398712.0,290162.0,727.7,27.66,1294.9
"Seed cotton, unginned",2015,401441.0,277523.0,691.3,27.69,1300.0
"Seed cotton, unginned",2016,341777.0,278821.0,815.8,27.91,1014.0
"Seed cotton, unginned",2017,380643.0,150000.0,394.1,28.03,1030.1
"Seed cotton, unginned",2018,242519.0,150000.0,618.5,27.76,1250.1
"Seed cotton, unginned",2019,234245.0,110000.0,469.6,27.83,1147.7
"Seed cotton, unginned",2020,510370.0,236840.0,464.1,27.92,1251.8
"Seed cotton, unginned",2021,510890.0,242740.0,475.1,28.01,1049.9
"Seed cotton, unginned",2022,488896.0,250000.0,511.4,28.17,1131.6
"Seed cotton, unginned",2023,483905.0,230000.0,475.3,28.05,1289.4
Sesame seed,1961,200000.0,56000.0,280.0,26.67,1107.1
Sesame seed,1962,210000.0,60000.0,285.7,26.46,1217.7
Sesame seed,1963,185000.0,53000.0,286.5,26.54,1040.0
Sesame seed,1964,195000.0,56000.0,287.2,26.7,1230.3
Sesame seed,1965,210000.0,61000.0,290.5,26.55,1190.5
Sesame seed,1966,220000.0,64000.0,290.9,26.44,1070.6
Sesame seed,1967,185000.0,53000.0,286.5,26.72,1210.4
Sesame seed,1968,190000.0,55000.0,289.5,26.8,1059.3
Sesame seed,1969,200000.0,58000.0,290.0,26.6,1192.2
Sesame seed,1970,107000.0,30000.0,280.4,26.88,1260.3
Sesame seed,1971,114000.0,32000.0,280.7,26.78,1260.3
Sesame seed,1972,117000.0,33000.0,282.1,26.86,1075.2
Sesame seed,1973,120000.0,35000.0,291.7,26.68,1008.8
Sesame seed,1974,122000.0,36000.0,295.1,26.82,1094.8
Sesame seed,1975,125000.0,36000.0,288.0,26.86,1166.0
Sesame seed,1976,125000.0,37000.0,296.0,26.68,1231.6
Sesame seed,1977,128000.0,38000.0,296.9,26.96,1008.5
Sesame seed,1978,130000.0,38000.0,292.3,26.99,1006.3
Sesame seed,1979,130000.0,39000.0,300.0,26.87,1174.5
Sesame seed,1980,135000.0,41000.0,303.7,26.93,1281.3
Sesame seed,1981,140000.0,42000.0,300.0,26.89,1066.1
Sesame seed,1982,145000.0,44000.0,303.4,26.85,1012.4
Sesame seed,1983,100000.0,30000.0,300.0,27.17,1283.4
Sesame seed,1984,103300.0,31000.0,300.1,27.06,1230.6
Sesame seed,1985,116700.0,35000.0,299.9,27.19,1216.0
Sesame seed,1986,104700.0,35000.0,334.3,27.3,1173.7
Sesame seed,1987,85500.0,34000.0,397.7,27.2,1266.7
Sesame seed,1988,90000.0,36000.0,400.0,27.25,1297.6
Sesame seed,1989,100000.0,40000.0,400.0,27.13,1295.9
Sesame seed,1990,110000.0,44000.0,400.0,27.14,1120.2
Sesame seed,1991,115000.0,46000.0,400.0,27.08,1227.2
Sesame seed,1992,122100.0,49000.0,401.3,27.23,1239.5
Sesame seed,1993,129400.0,52000.0,401.9,27.46,1002.0
Sesame seed,1994,126700.0,56000.0,442.0,27.32,1266.4
Sesame seed,1995,133000.0,60000.0,451.1,27.46,1118.0
Sesame seed,1996,139000.0,64000.0,460.4,27.25,1025.4
Sesame seed,1997,140000.0,66000.0,471.4,27.44,1167.7
Sesame seed,1998,143000.0,66000.0,461.5,27.35,1239.0
Sesame seed,1999,143700.0,69000.0,480.2,27.42,1069.5
Sesame seed,2000,151000.0,72000.0,476.8,27.39,1084.2
Sesame seed,2001,153000.0,74000.0,483.7,27.62,1176.1
Sesame seed,2002,166000.0,73000.0,439.8,27.68,1273.3
Sesame seed,2003,167000.0,80000.0,479.0,27.54,1123.4
Sesame seed,2004,165000.0,78000.0,472.7,27.49,1128.7
Sesame seed,2005,196000.0,100000.0,510.2,27.71,1165.0
Sesame seed,2006,197000.0,100000.0,507.6,27.61,1241.6
Sesame seed,2007,299280.0,117700.0,393.3,27.68,1253.3
Sesame seed,2008,317080.0,121610.0,383.5,27.71,1205.1
Sesame seed,2009,308230.0,119710.0,388.4,27.82,1122.1
Sesame seed,2010,324570.0,149410.0,460.3,27.67,1228.7
Sesame seed,2011,325000.0,229167.0,705.1,27.75,1159.5
Sesame seed,2012,499100.0,994800.0,1993.2,27.66,1097.6
Sesame seed,2013,526900.0,584980.0,1110.2,27.78,1001.1
Sesame seed,2014,559900.0,434990.0,776.9,27.66,1294.9
Sesame seed,2015,470100.0,432900.0,920.9,27.69,1300.0
Sesame seed,2016,928467.0,593604.0,639.3,27.91,1014.0
Sesame seed,2017,1012730.0,632317.0,624.4,28.03,1030.1
Sesame seed,2018,785800.0,522730.0,665.2,27.76,1250.1
Sesame seed,2019,782590.0,523430.0,668.8,27.83,1147.7
Sesame seed,2020,351413.0,195426.98,556.1,27.92,1251.8
Sesame seed,2021,511817.0,440000.0,859.7,28.01,1049.9
Sesame seed,2022,340000.0,420000.0,1235.3,28.17,1131.6
Sesame seed,2023,340000.0,420000.0,1235.3,28.05,1289.4
Sorghum,1961,4658000.0,3958000.0,849.7,26.67,1107.1
Sorghum,1962,4773000.0,4499000.0,942.6,26.46,1217.7
Sorghum,1963,5234000.0,4060000.0,775.7,26.54,1040.0
Sorghum,1964,5532000.0,4230000.0,764.6,26.7,1230.3
Sorghum,1965,5937000.0,4235000.0,713.3,26.55,1190.5
Sorghum,1966,4643000.0,3160000.0,680.6,26.44,1070.6
Sorghum,1967,4735000.0,3389000.0,715.7,26.72,1210.4
Sorghum,1968,5138000.0,3236000.0,629.8,26.8,1059.3
Sorghum,1969,7809000.0,4093000.0,524.1,26.6,1192.2
Sorghum,1970,5714000.0,4052000.0,709.1,26.88,1260.3
Sorghum,1971,5387000.0,3794000.0,704.3,26.78,1260.3
Sorghum,1972,3791000.0,2298000.0,606.2,26.86,1075.2
Sorghum,1973,5198000.0,3125000.0,601.2,26.68,1008.8
Sorghum,1974,4651000.0,4732000.0,1017.4,26.82,1094.8
Sorghum,1975,2734000.0,2926000.0,1070.2,26.86,1166.0
Sorghum,1976,4845000.0,2950000.0,608.9,26.68,1231.6
Sorghum,1977,3480000.0,3286000.0,944.3,26.96,1008.5
Sorghum,1978,3433000.0,2409000.0,701.7,26.99,1006.3
Sorghum,1979,2686000.0,2797000.0,1041.3,26.87,1174.5
Sorghum,1980,3286000.0,3690000.0,1122.9,26.93,1281.3
Sorghum,1981,2076500.0,3364000.0,1620.0,26.89,1066.1
Sorghum,1982,2290000.0,3740000.0,1633.2,26.85,1012.4
Sorghum,1983,2280000.0,3694000.0,1620.2,27.17,1283.4
Sorghum,1984,4410000.0,4608000.0,1044.9,27.06,1230.6
Sorghum,1985,4862000.0,4911000.0,1010.1,27.19,1216.0
Sorghum,1986,5147000.0,5425000.0,1054.0,27.3,1173.7
Sorghum,1987,5131000.0,5455000.0,1063.1,27.2,1266.7
Sorghum,1988,4776000.0,5182000.0,1085.0,27.25,1297.6
Sorghum,1989,4953700.0,4831000.0,975.2,27.13,1295.9
Sorghum,1990,4185000.0,4185000.0,1000.0,27.14,1120.2
Sorghum,1991,5538000.0,5367000.0,969.1,27.08,1227.2
Sorghum,1992,5474000.0,5909000.0,1079.5,27.23,1239.5
Sorghum,1993,5605000.0,6051000.0,1079.6,27.46,1002.0
Sorghum,1994,5738000.0,6197000.0,1080.0,27.32,1266.4
Sorghum,1995,6095000.0,6997000.0,1148.0,27.46,1118.0
Sorghum,1996,6191000.0,7084000.0,1144.2,27.25,1025.4
Sorghum,1997,6589000.0,7297000.0,1107.5,27.44,1167.7
Sorghum,1998,6635000.0,7516000.0,1132.8,27.35,1239.0
Sorghum,1999,6678000.0,7520000.0,1126.1,27.42,1069.5
Sorghum,2000,6885000.0,7711000.0,1120.0,27.39,1084.2
Sorghum,2001,6437000.0,7081000.0,1100.0,27.62,1176.1
Sorghum,2002,6849000.0,7534000.0,1100.0,27.68,1273.3
Sorghum,2003,6935000.0,8016000.0,1155.9,27.54,1123.4
Sorghum,2004,7031000.0,8578000.0,1220.0,27.49,1128.7
Sorghum,2005,7284000.0,9178000.0,1260.0,27.71,1165.0
Sorghum,2006,7308000.0,9866000.0,1350.0,27.61,1241.6
Sorghum,2007,7812000.0,9058000.0,1159.5,27.68,1253.3
Sorghum,2008,7617000.0,9318000.0,1223.3,27.71,1205.1
Sorghum,2009,4736830.0,5279170.0,1114.5,27.82,1122.1
Sorghum,2010,4960130.0,7140970.0,1439.7,27.67,1228.7
Sorghum,2011,4661867.0,5690145.0,1220.6,27.75,1159.5
Sorghum,2012,5099975.0,5837106.0,1144.5,27.66,1097.6
Sorghum,2013,5449200.0,5300270.0,972.7,27.78,1001.1
Sorghum,2014,5702160.0,6883294.0,1207.1,27.66,1294.9
Sorghum,2015,5899134.0,7005025.0,1187.5,27.69,1300.0
Sorghum,2016,5472010.0,7556076.0,1380.9,27.91,1014.0
Sorghum,2017,5820000.0,6939000.0,1192.3,28.03,1030.1
Sorghum,2018,5628899.0,6800000.0,1208.1,27.76,1250.1
Sorghum,2019,5397000.0,6665000.0,1234.9,27.83,1147.7
Sorghum,2020,5799600.0,6590600.0,1136.4,27.92,1251.8
Sorghum,2021,5930900.0,6725500.0,1134.0,28.01,1049.9
Sorghum,2022,5700000.0,6806370.0,1194.1,28.17,1131.6
Sorghum,2023,5700000.0,6402000.0,1123.2,28.05,1289.4
Soya beans,1961,163000.0,57000.0,349.7,26.67,1107.1
Soya beans,1962,189000.0,69000.0,365.1,26.46,1217.7
Soya beans,1963,190000.0,70000.0,368.4,26.54,1040.0
Soya beans,1964,180000.0,59000.0,327.8,26.7,1230.3
Soya beans,1965,184000.0,56000.0,304.3,26.55,1190.5
Soya beans,1966,185000.0,60000.0,324.3,26.44,1070.6
Soya beans,1967,166000.0,60000.0,361.4,26.72,1210.4
Soya beans,1968,185000.0,65000.0,351.4,26.8,1059.3
Soya beans,1969,160000.0,62000.0,387.5,26.6,1192.2
Soya beans,1970,185000.0,58000.0,313.5,26.88,1260.3
Soya beans,1971,200000.0,63000.0,315.0,26.78,1260.3
Soya beans,1972,200000.0,63000.0,315.0,26.86,1075.2
Soya beans,1973,200000.0,64000.0,320.0,26.68,1008.8
Soya beans,1974,200000.0,65000.0,325.0,26.82,1094.8
Soya beans,1975,200000.0,65000.0,325.0,26.86,1166.0
Soya beans,1976,220000.0,70000.0,318.2,26.68,1231.6
Soya beans,1977,220000.0,70000.0,318.2,26.96,1008.5
Soya beans,1978,240000.0,72000.0,300.0,26.99,1006.3
Soya beans,1979,250000.0,73000.0,292.0,26.87,1174.5
Soya beans,1980,270000.0,75000.0,277.8,26.93,1281.3
Soya beans,1981,300000.0,78000.0,260.0,26.89,1066.1
Soya beans,1982,350000.0,82000.0,234.3,26.85,1012.4
Soya beans,1983,200000.0,42000.0,210.0,27.17,1283.4
Soya beans,1984,200000.0,43000.0,215.0,27.06,1230.6
Soya beans,1985,205000.0,60000.0,292.7,27.19,1216.0
Soya beans,1986,210000.0,68000.0,323.8,27.3,1173.7
Soya beans,1987,324000.0,107000.0,330.2,27.2,1266.7
Soya beans,1988,442000.0,150000.0,339.4,27.25,1297.6
Soya beans,1989,750000.0,300000.0,400.0,27.13,1295.9
Soya beans,1990,729000.0,218000.0,299.0,27.14,1120.2
Soya beans,1991,468000.0,145000.0,309.8,27.08,1227.2
Soya beans,1992,513000.0,154000.0,300.2,27.23,1239.5
Soya beans,1993,543000.0,163000.0,300.2,27.46,1002.0
Soya beans,1994,593000.0,178000.0,300.2,27.32,1266.4
Soya beans,1995,617000.0,287000.0,465.2,27.46,1118.0
Soya beans,1996,502000.0,322000.0,641.4,27.25,1025.4
Soya beans,1997,543000.0,361000.0,664.8,27.44,1167.7
Soya beans,1998,550000.0,405000.0,736.4,27.35,1239.0
Soya beans,1999,512500.0,410000.0,800.0,27.42,1069.5
Soya beans,2000,517000.0,429000.0,829.8,27.39,1084.2
Soya beans,2001,519000.0,436000.0,840.1,27.62,1176.1
Soya beans,2002,540000.0,464000.0,859.3,27.68,1273.3
Soya beans,2003,555000.0,494000.0,890.1,27.54,1123.4
Soya beans,2004,587000.0,528000.0,899.5,27.49,1128.7
Soya beans,2005,601000.0,565000.0,940.1,27.71,1165.0
Soya beans,2006,630000.0,605000.0,960.3,27.61,1241.6
Soya beans,2007,638000.0,580000.0,909.1,27.68,1253.3
Soya beans,2008,609000.0,591000.0,970.4,27.71,1205.1
Soya beans,2009,592000.0,426590.0,720.6,27.82,1122.1
Soya beans,2010,281890.0,365080.0,1295.1,27.67,1228.7
Soya beans,2011,599350.0,492852.0,822.3,27.75,1159.5
Soya beans,2012,668300.0,650000.0,972.6,27.66,1097.6
Soya beans,2013,680000.0,517960.0,761.7,27.78,1001.1
Soya beans,2014,633016.0,623815.0,985.5,27.66,1294.9
Soya beans,2015,609333.0,588523.0,965.8,27.69,1300.0
Soya beans,2016,1070580.0,936887.0,875.1,27.91,1014.0
Soya beans,2017,1119660.0,993955.0,887.7,28.03,1030.1
