Item,Year,area_harvested_ha,production_tonnes,yield_kg_ha,avg_temp_c,avg_rain_mm
Bananas,2020,476070.0,5583830.0,11729.0,27.92,1251.8
Bananas,2021,525177.0,7388610.0,14068.8,28.01,1049.9
Bananas,2022,540537.0,8015978.46,14829.7,28.17,1131.6
Bananas,2023,566568.0,7308103.18,12898.9,28.05,1289.4
Carrots and turnips,1961,20000.0,150000.0,7500.0,26.67,1107.1
Carrots and turnips,1962,20000.0,150000.0,7500.0,26.46,1217.7
Carrots and turnips,1963,20000.0,150000.0,7500.0,26.54,1040.0
Carrots and turnips,1964,20000.0,150000.0,7500.0,26.7,1230.3
Carrots and turnips,1965,20000.0,150000.0,7500.0,26.55,1190.5
Carrots and turnips,1966,20000.0,150000.0,7500.0,26.44,1070.6
Carrots and turnips,1967,20000.0,150000.0,7500.0,26.72,1210.4
Carrots and turnips,1968,20000.0,150000.0,7500.0,26.8,1059.3
Carrots and turnips,1969,20000.0,150000.0,7500.0,26.6,1192.2
Carrots and turnips,1970,20000.0,150000.0,7500.0,26.88,1260.3
Carrots and turnips,1971,20000.0,150000.0,7500.0,26.78,1260.3
Carrots and turnips,1972,20000.0,150000.0,7500.0,26.86,1075.2
Carrots and turnips,1973,20000.0,150000.0,7500.0,26.68,1008.8
Carrots and turnips,1974,20000.0,150000.0,7500.0,26.82,1094.8
Carrots and turnips,1975,20000.0,150000.0,7500.0,26.86,1166.0
Carrots and turnips,1976,20000.0,150000.0,7500.0,26.68,1231.6
Carrots and turnips,1977,20000.0,150000.0,7500.0,26.96,1008.5
Carrots and turnips,1978,20000.0,150000.0,7500.0,26.99,1006.3
Carrots and turnips,1979,20000.0,150000.0,7500.0,26.87,1174.5
Carrots and turnips,1980,20000.0,150000.0,7500.0,26.93,1281.3
Carrots and turnips,1981,20000.0,150000.0,7500.0,26.89,1066.1
Carrots and turnips,1982,20000.0,150000.0,7500.0,26.85,1012.4
Carrots and turnips,1983,20000.0,150000.0,7500.0,27.17,1283.4
Carrots and turnips,1984,20000.0,150000.0,7500.0,27.06,1230.6
Carrots and turnips,1985,20000.0,150000.0,7500.0,27.19,1216.0
Carrots and turnips,1986,20000.0,150000.0,7500.0,27.3,1173.7
Carrots and turnips,1987,20000.0,150000.0,7500.0,27.2,1266.7
Carrots and turnips,1988,20000.0,150000.0,7500.0,27.25,1297.6
Carrots and turnips,1989,21000.0,166000.0,7904.8,27.13,1295.9
Carrots and turnips,1990,22000.0,173000.0,7863.6,27.14,1120.2
Carrots and turnips,1991,22303.0,175000.0,7846.4,27.08,1227.2
Carrots and turnips,1992,21228.0,166662.16,7851.1,27.23,1239.5
Carrots and turnips,1993,18000.0,139000.0,7722.2,27.46,1002.0
Carrots and turnips,1994,24000.0,193000.0,8041.7,27.32,1266.4
Carrots and turnips,1995,24285.0,198000.0,8153.1,27.46,1118.0
Carrots and turnips,1996,24551.0,203000.0,8268.5,27.25,1025.4
Carrots and turnips,1997,25000.0,210000.0,8400.0,27.44,1167.7
Carrots and turnips,1998,26000.0,225000.0,8653.8,27.35,1239.0
Carrots and turnips,1999,27000.0,231000.0,8555.6,27.42,1069.5
Carrots and turnips,2000,26492.0,225439.77,8509.7,27.39,1084.2
Carrots and turnips,2001,26729.0,227745.37,8520.4,27.62,1176.1
Carrots and turnips,2002,27500.0,235000.0,8545.5,27.68,1273.3
Carrots and turnips,2003,27159.0,232121.33,8546.7,27.54,1123.4
Carrots and turnips,2004,27339.0,234007.93,8559.6,27.49,1128.7
Carrots and turnips,2005,27750.0,237500.0,8558.6,27.71,1165.0
Carrots and turnips,2006,28000.0,240000.0,8571.4,27.61,1241.6
Carrots and turnips,2007,28500.0,243000.0,8526.3,27.68,1253.3
Carrots and turnips,2008,27831.0,240000.0,8623.4,27.71,1205.1
Carrots and turnips,2009,26621.0,231642.14,8701.5,27.82,1122.1
Carrots and turnips,2010,25300.0,219910.87,8692.1,27.67,1228.7
Carrots and turnips,2011,25000.0,217847.71,8713.9,27.75,1159.5
Carrots and turnips,2012,26000.0,227127.87,8735.7,27.66,1097.6
Carrots and turnips,2013,26000.0,227694.13,8757.5,27.78,1001.1
Carrots and turnips,2014,26515.0,232574.44,8771.3,27.66,1294.9
Carrots and turnips,2015,26631.0,233849.9,8781.2,27.69,1300.0
Carrots and turnips,2016,26817.0,235888.37,8796.2,27.91,1014.0
Carrots and turnips,2017,26809.0,236145.17,8808.3,28.03,1030.1
Carrots and turnips,2018,26902.0,237480.83,8827.5,27.76,1250.1
Carrots and turnips,2019,26811.0,237317.93,8851.7,27.83,1147.7
Carrots and turnips,2020,26684.0,237275.4,8891.9,27.92,1251.8
Carrots and turnips,2021,26510.0,236025.52,8903.3,28.01,1049.9
Carrots and turnips,2022,26505.0,236463.19,8921.5,28.17,1131.6
Carrots and turnips,2023,26500.0,236900.85,8939.7,28.05,1289.4
"Cashew nuts, in shell",1961,15000.0,7000.0,466.7,26.67,1107.1
"Cashew nuts, in shell",1962,24000.0,14000.0,583.3,26.46,1217.7
"Cashew nuts, in shell",1963,25000.0,15000.0,600.0,26.54,1040.0
"Cashew nuts, in shell",1964,31000.0,19000.0,612.9,26.7,1230.3
"Cashew nuts, in shell",1965,35500.0,22000.0,619.7,26.55,1190.5
"Cashew nuts, in shell",1966,37000.0,23000.0,621.6,26.44,1070.6
"Cashew nuts, in shell",1967,38500.0,24000.0,623.4,26.72,1210.4
"Cashew nuts, in shell",1968,40000.0,25000.0,625.0,26.8,1059.3
"Cashew nuts, in shell",1969,40000.0,25000.0,625.0,26.6,1192.2
"Cashew nuts, in shell",1970,40000.0,25000.0,625.0,26.88,1260.3
"Cashew nuts, in shell",1971,40000.0,25000.0,625.0,26.78,1260.3
"Cashew nuts, in shell",1972,40000.0,25000.0,625.0,26.86,1075.2
"Cashew nuts, in shell",1973,40000.0,25000.0,625.0,26.68,1008.8
"Cashew nuts, in shell",1974,40000.0,25000.0,625.0,26.82,1094.8
"Cashew nuts, in shell",1975,40000.0,25000.0,625.0,26.86,1166.0
"Cashew nuts, in shell",1976,40000.0,25000.0,625.0,26.68,1231.6
"Cashew nuts, in shell",1977,40000.0,25000.0,625.0,26.96,1008.5
"Cashew nuts, in shell",1978,40000.0,25000.0,625.0,26.99,1006.3
"Cashew nuts, in shell",1979,40000.0,25000.0,625.0,26.87,1174.5
"Cashew nuts, in shell",1980,40000.0,25000.0,625.0,26.93,1281.3
"Cashew nuts, in shell",1981,40000.0,25000.0,625.0,26.89,1066.1
"Cashew nuts, in shell",1982,40000.0,25000.0,625.0,26.85,1012.4
"Cashew nuts, in shell",1983,40000.0,25000.0,625.0,27.17,1283.4
"Cashew nuts, in shell",1984,40000.0,25000.0,625.0,27.06,1230.6
"Cashew nuts, in shell",1985,40000.0,25000.0,625.0,27.19,1216.0
"Cashew nuts, in shell",1986,40000.0,25000.0,625.0,27.3,1173.7
"Cashew nuts, in shell",1987,40000.0,25000.0,625.0,27.2,1266.7
"Cashew nuts, in shell",1988,40000.0,25000.0,625.0,27.25,1297.6
"Cashew nuts, in shell",1989,40000.0,25000.0,625.0,27.13,1295.9
"Cashew nuts, in shell",1990,50000.0,30000.0,600.0,27.14,1120.2
"Cashew nuts, in shell",1991,75000.0,45000.0,600.0,27.08,1227.2
"Cashew nuts, in shell",1992,90000.0,55000.0,611.1,27.23,1239.5
"Cashew nuts, in shell",1993,120000.0,75000.0,625.0,27.46,1002.0
"Cashew nuts, in shell",1994,135000.0,85000.0,629.6,27.32,1266.4
"Cashew nuts, in shell",1995,155000.0,95000.0,612.9,27.46,1118.0
"Cashew nuts, in shell",1996,175000.0,110000.0,628.6,27.25,1025.4
"Cashew nuts, in shell",1997,243000.0,125000.0,514.4,27.44,1167.7
"Cashew nuts, in shell",1998,243200.0,152000.0,625.0,27.35,1239.0
"Cashew nuts, in shell",1999,238000.0,417000.0,1752.1,27.42,1069.5
"Cashew nuts, in shell",2000,259000.0,466000.0,1799.2,27.39,1084.2
"Cashew nuts, in shell",2001,265000.0,485000.0,1830.2,27.62,1176.1
"Cashew nuts, in shell",2002,273000.0,514000.0,1882.8,27.68,1273.3
"Cashew nuts, in shell",2003,277000.0,524000.0,1891.7,27.54,1123.4
"Cashew nuts, in shell",2004,292000.0,555000.0,1900.7,27.49,1128.7
"Cashew nuts, in shell",2005,309000.0,594000.0,1922.3,27.71,1165.0
"Cashew nuts, in shell",2006,320000.0,636000.0,1987.5,27.61,1241.6
"Cashew nuts, in shell",2007,330000.0,660000.0,2000.0,27.68,1253.3
"Cashew nuts, in shell",2008,330000.0,675266.11,2046.3,27.71,1205.1
"Cashew nuts, in shell",2009,360000.0,800000.0,2222.2,27.82,1122.1
"Cashew nuts, in shell",2010,382509.0,791726.19,2069.8,27.67,1228.7
"Cashew nuts, in shell",2011,337466.0,562572.11,1667.0,27.75,1159.5
"Cashew nuts, in shell",2012,294148.0,412755.03,1403.2,27.66,1097.6
"Cashew nuts, in shell",2013,168750.0,192660.27,1141.7,27.78,1001.1
"Cashew nuts, in shell",2014,126490.0,99010.0,782.7,27.66,1294.9
"Cashew nuts, in shell",2015,131529.0,97149.0,738.6,27.69,1300.0
"Cashew nuts, in shell",2016,132544.0,98291.0,741.6,27.91,1014.0
"Cashew nuts, in shell",2017,140000.0,100000.0,714.3,28.03,1030.1
"Cashew nuts, in shell",2018,140000.0,100000.0,714.3,27.76,1250.1
"Cashew nuts, in shell",2019,140000.0,101500.0,725.0,27.83,1147.7
"Cashew nuts, in shell",2020,167570.0,91914.82,548.5,27.92,1251.8
"Cashew nuts, in shell",2021,170000.0,90000.0,529.4,28.01,1049.9
"Cashew nuts, in shell",2022,170000.0,90000.0,529.4,28.17,1131.6
"Cashew nuts, in shell",2023,171383.0,88097.3,514.0,28.05,1289.4
"Cassava, fresh",1961,780000.0,7384000.0,9466.7,26.67,1107.1
"Cassava, fresh",1962,865000.0,7583000.0,8766.5,26.46,1217.7
"Cassava, fresh",1963,801000.0,7783000.0,9716.6,26.54,1040.0
"Cassava, fresh",1964,870000.0,7982000.0,9174.7,26.7,1230.3
"Cassava, fresh",1965,829000.0,8182000.0,9869.7,26.55,1190.5
"Cassava, fresh",1966,910000.0,8382000.0,9211.0,26.44,1070.6
"Cassava, fresh",1967,958000.0,8581000.0,8957.2,26.72,1210.4
"Cassava, fresh",1968,902000.0,8801000.0,9757.2,26.8,1059.3
"Cassava, fresh",1969,906000.0,9040000.0,9977.9,26.6,1192.2
"Cassava, fresh",1970,857000.0,10206000.0,11909.0,26.88,1260.3
"Cassava, fresh",1971,900000.0,9172000.0,10191.1,26.78,1260.3
"Cassava, fresh",1972,960000.0,9570000.0,9968.8,26.86,1075.2
"Cassava, fresh",1973,970000.0,9600000.0,9896.9,26.68,1008.8
"Cassava, fresh",1974,1000000.0,9500000.0,9500.0,26.82,1094.8
"Cassava, fresh",1975,1050000.0,10500000.0,10000.0,26.86,1166.0
"Cassava, fresh",1976,1080000.0,11000000.0,10185.2,26.68,1231.6
"Cassava, fresh",1977,1100000.0,11000000.0,10000.0,26.96,1008.5
"Cassava, fresh",1978,1100000.0,12000000.0,10909.1,26.99,1006.3
"Cassava, fresh",1979,1150000.0,12000000.0,10434.8,26.87,1174.5
"Cassava, fresh",1980,1200000.0,11500000.0,9583.3,26.93,1281.3
"Cassava, fresh",1981,1200000.0,11000000.0,9166.7,26.89,1066.1
"Cassava, fresh",1982,1250000.0,11700000.0,9360.0,26.85,1012.4
"Cassava, fresh",1983,1100000.0,9950000.0,9045.5,27.17,1283.4
"Cassava, fresh",1984,1259000.0,11800000.0,9372.5,27.06,1230.6
"Cassava, fresh",1985,1075000.0,12090000.0,11246.5,27.19,1216.0
"Cassava, fresh",1986,1095000.0,12388000.0,11313.2,27.3,1173.7
"Cassava, fresh",1987,1288000.0,13876000.0,10773.3,27.2,1266.7
"Cassava, fresh",1988,1347000.0,15439000.0,11461.8,27.25,1297.6
"Cassava, fresh",1989,1639778.0,17404000.0,10613.6,27.13,1295.9
"Cassava, fresh",1990,1634130.0,19043008.0,11653.3,27.14,1120.2
"Cassava, fresh",1991,2551000.0,26004000.0,10193.6,27.08,1227.2
"Cassava, fresh",1992,2755000.0,29184000.0,10593.1,27.23,1239.5
"Cassava, fresh",1993,2844000.0,30128000.0,10593.5,27.46,1002.0
"Cassava, fresh",1994,2927000.0,31005000.0,10592.8,27.32,1266.4
"Cassava, fresh",1995,2944000.0,31404000.0,10667.1,27.46,1118.0
"Cassava, fresh",1996,2946000.0,31418000.0,10664.6,27.25,1025.4
"Cassava, fresh",1997,2697400.0,32050000.0,11881.8,27.44,1167.7
"Cassava, fresh",1998,3042500.0,32695000.0,10746.1,27.35,1239.0
"Cassava, fresh",1999,3406000.0,32697000.0,9599.8,27.42,1069.5
"Cassava, fresh",2000,3300000.0,32010000.0,9700.0,27.39,1084.2
"Cassava, fresh",2001,3340000.0,32068000.0,9601.2,27.62,1176.1
"Cassava, fresh",2002,3446000.0,34120000.0,9901.3,27.68,1273.3
"Cassava, fresh",2003,3490000.0,36304000.0,10402.3,27.54,1123.4
"Cassava, fresh",2004,3531000.0,38845000.0,11001.1,27.49,1128.7
"Cassava, fresh",2005,3782000.0,41565000.0,10990.2,27.71,1165.0
"Cassava, fresh",2006,3810000.0,45721000.0,12000.3,27.61,1241.6
"Cassava, fresh",2007,3875000.0,43410000.0,11202.6,27.68,1253.3
"Cassava, fresh",2008,3778000.0,44582000.0,11800.4,27.71,1205.1
"Cassava, fresh",2009,3129030.0,36822248.0,11767.9,27.82,1122.1
"Cassava, fresh",2010,3481900.0,42533180.0,12215.5,27.67,1228.7
"Cassava, fresh",2011,4120166.0,46190248.0,11210.8,27.75,1159.5
"Cassava, fresh",2012,6401996.0,50950292.0,7958.5,27.66,1097.6
"Cassava, fresh",2013,6741300.0,47406770.0,7032.3,27.78,1001.1
"Cassava, fresh",2014,7096300.0,54324700.0,7655.4,27.66,1294.9
"Cassava, fresh",2015,7900630.0,57405060.0,7265.9,27.69,1300.0
"Cassava, fresh",2016,6668996.0,60529864.0,9076.3,27.91,1014.0
"Cassava, fresh",2017,6761350.0,61350199.0,9073.7,28.03,1030.1
"Cassava, fresh",2018,6949400.0,65350850.0,9403.8,27.76,1250.1
"Cassava, fresh",2019,9776650.0,56969160.0,5827.1,27.83,1147.7
"Cassava, fresh",2020,9614230.0,55565610.0,5779.5,27.92,1251.8
"Cassava, fresh",2021,9979330.0,58237500.0,5835.8,28.01,1049.9
"Cassava, fresh",2022,10144641.0,61015339.21,6014.5,28.17,1131.6
"Cassava, fresh",2023,9878773.0,62690091.19,6345.9,28.05,1289.4
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1961,20000.0,30000.0,1500.0,26.67,1107.1
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1962,20300.0,30500.0,1502.5,26.46,1217.7
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1963,20600.0,31000.0,1504.9,26.54,1040.0
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1964,20900.0,31500.0,1507.2,26.7,1230.3
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1965,21200.0,32000.0,1509.4,26.55,1190.5
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1966,21500.0,32500.0,1511.6,26.44,1070.6
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1967,21800.0,33000.0,1513.8,26.72,1210.4
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1968,22100.0,33500.0,1515.8,26.8,1059.3
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1969,22400.0,34000.0,1517.9,26.6,1192.2
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1970,22700.0,34500.0,1519.8,26.88,1260.3
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1971,23000.0,35000.0,1521.7,26.78,1260.3
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1972,23300.0,35500.0,1523.6,26.86,1075.2
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1973,23600.0,36000.0,1525.4,26.68,1008.8
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1974,23900.0,36500.0,1527.2,26.82,1094.8
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1975,24200.0,37000.0,1528.9,26.86,1166.0
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1976,24500.0,37500.0,1530.6,26.68,1231.6
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1977,24800.0,38000.0,1532.3,26.96,1008.5
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1978,25100.0,38500.0,1533.9,26.99,1006.3
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1979,25400.0,39000.0,1535.4,26.87,1174.5
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1980,25700.0,39500.0,1537.0,26.93,1281.3
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1981,26000.0,40000.0,1538.5,26.89,1066.1
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1982,26300.0,40500.0,1539.9,26.85,1012.4
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1983,26600.0,41000.0,1541.4,27.17,1283.4
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1984,26900.0,41500.0,1542.8,27.06,1230.6
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1985,27200.0,42000.0,1544.1,27.19,1216.0
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1986,27500.0,42500.0,1545.5,27.3,1173.7
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1987,27800.0,43000.0,1546.8,27.2,1266.7
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1988,28100.0,43500.0,1548.0,27.25,1297.6
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1989,28400.0,44000.0,1549.3,27.13,1295.9
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1990,28700.0,44500.0,1550.5,27.14,1120.2
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1991,29000.0,45000.0,1551.7,27.08,1227.2
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1992,29300.0,45500.0,1552.9,27.23,1239.5
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1993,29600.0,46000.0,1554.1,27.46,1002.0
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1994,29900.0,46500.0,1555.2,27.32,1266.4
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1995,30200.0,47000.0,1556.3,27.46,1118.0
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1996,30500.0,47500.0,1557.4,27.25,1025.4
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1997,30443.0,47466.58,1559.2,27.44,1167.7
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1998,30494.0,47584.21,1560.4,27.35,1239.0
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1999,30537.0,47685.54,1561.6,27.42,1069.5
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2000,30410.0,47512.12,1562.4,27.39,1084.2
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2001,30413.0,47554.86,1563.6,27.62,1176.1
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2002,30289.0,47231.2,1559.3,27.68,1273.3
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2003,30338.0,47412.95,1562.8,27.54,1123.4
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2004,30368.0,47620.69,1568.1,27.49,1128.7
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2005,30750.0,48000.0,1561.0,27.71,1165.0
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2006,31000.0,49000.0,1580.6,27.61,1241.6
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2007,31200.0,49500.0,1586.5,27.68,1253.3
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2008,33000.0,50000.0,1515.2,27.71,1205.1
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2009,33000.0,54000.0,1636.4,27.82,1122.1
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2010,34000.0,57000.0,1676.5,27.67,1228.7
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2011,35000.0,59000.0,1685.7,27.75,1159.5
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2012,36000.0,62000.0,1722.2,27.66,1097.6
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2013,35000.0,60000.0,1714.3,27.78,1001.1
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2014,35571.0,60459.15,1699.7,27.66,1294.9
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2015,37822.0,64811.06,1713.6,27.69,1300.0
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2016,36131.0,61756.74,1709.2,27.91,1014.0
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2017,36482.0,62609.76,1716.2,28.03,1030.1
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2018,36454.0,62885.82,1725.1,27.76,1250.1
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2019,36447.0,63123.15,1731.9,27.83,1147.7
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,37020.0,64538.42,1743.4,27.92,1251.8
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,37096.0,65071.39,1754.1,28.01,1049.9
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2022,37212.0,64244.32,1726.4,28.17,1131.6
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,37328.0,64618.04,1731.1,28.05,1289.4
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1961,48500.0,388000.0,8000.0,26.67,1107.1
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1962,50000.0,398000.0,7960.0,26.46,1217.7
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1963,51000.0,407000.0,7980.4,26.54,1040.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1964,52000.0,418000.0,8038.5,26.7,1230.3
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1965,53000.0,427000.0,8056.6,26.55,1190.5
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1966,55000.0,438000.0,7963.6,26.44,1070.6
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1967,56000.0,450000.0,8035.7,26.72,1210.4
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1968,57000.0,461000.0,8087.7,26.8,1059.3
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1969,59000.0,472000.0,8000.0,26.6,1192.2
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1970,60000.0,484000.0,8066.7,26.88,1260.3
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1971,61000.0,495000.0,8114.8,26.78,1260.3
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1972,62000.0,490000.0,7903.2,26.86,1075.2
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1973,60000.0,480000.0,8000.0,26.68,1008.8
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1974,62000.0,540000.0,8709.7,26.82,1094.8
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1975,62000.0,550000.0,8871.0,26.86,1166.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1976,64000.0,570000.0,8906.3,26.68,1231.6
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1977,65000.0,590000.0,9076.9,26.96,1008.5
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1978,67000.0,600000.0,8955.2,26.99,1006.3
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1979,68000.0,620000.0,9117.6,26.87,1174.5
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1980,69000.0,630000.0,9130.4,26.93,1281.3
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1981,70000.0,635000.0,9071.4,26.89,1066.1
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1982,75000.0,650000.0,8666.7,26.85,1012.4
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1983,77000.0,670000.0,8701.3,27.17,1283.4
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1984,78000.0,690000.0,8846.2,27.06,1230.6
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1985,80000.0,700000.0,8750.0,27.19,1216.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1986,80000.0,720000.0,9000.0,27.3,1173.7
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1987,82000.0,750000.0,9146.3,27.2,1266.7
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1988,84000.0,780000.0,9285.7,27.25,1297.6
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1989,85000.0,819000.0,9635.3,27.13,1295.9
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1990,89048.0,750000.0,8422.4,27.14,1120.2
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1991,75000.0,650000.0,8666.7,27.08,1227.2
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1992,70000.0,600000.0,8571.4,27.23,1239.5
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1993,67507.0,575000.0,8517.7,27.46,1002.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1994,70037.0,593000.0,8467.0,27.32,1266.4
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1995,72766.0,612000.0,8410.5,27.46,1118.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1996,75000.0,633000.0,8440.0,27.25,1025.4
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1997,85000.0,745000.0,8764.7,27.44,1167.7
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1998,89000.0,709000.0,7966.3,27.35,1239.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1999,90000.0,715000.0,7944.4,27.42,1069.5
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2000,88706.0,715657.12,8067.7,27.39,1084.2
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2001,89223.0,716937.3,8035.3,27.62,1176.1
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2002,91000.0,720000.0,7912.1,27.68,1273.3
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2003,90129.0,717168.45,7957.1,27.54,1123.4
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2004,90639.0,718408.57,7926.0,27.49,1128.7
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2005,91500.0,721000.0,7879.8,27.71,1165.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2006,92000.0,721500.0,7842.4,27.61,1241.6
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2007,92500.0,723000.0,7816.2,27.68,1253.3
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2008,93000.0,725000.0,7795.7,27.71,1205.1
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2009,94099.0,727813.63,7734.6,27.82,1122.1
